2021.03.01. 오후 11:47,economy,조선일보,美 뉴욕 증시 3대 지수 상승 출발,다우존스 1.58% 상승세 뉴욕 증권거래소의 모습. 미국 뉴욕 증시의 3대 지수가 일제히 상승 출발했다. 1일 오전 9시40분 현지 시각 현재 뉴욕증권거래소 NYSE 에서 다우존스30 산업평균지수는 전 거래일보다 1.58% 오른 3만1420.21을 기록하고 있다. 스탠더드앤드푸어스 S P 500 지수도 3865.53으로 전 거래일 대비 1.43% 상승세를 보이고 있다. 기술주 중심의 나스닥 지수는 전 거래일보다 1.38% 상승한 1만3375.00을 오르내리고 있다. 1조9000억 달러 2100조원 규모의 추가 경기부양책에 대한 기대가 투자 심리에 긍정적인 영향을 미쳤다는 분석이 나온다. 추가 경기부양안은 지난달 27일 미 하원을 통과했고 이번 주 상원 통과 여부가 주목된다. 조 바이든 대통령도 상원에 경기부양안의 신속한 통과를 촉구하며 힘을 싣고 있다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=023&aid=0003598854
2021.03.01. 오후 11:35,economy,머니투데이,속보뉴욕증시 상승 출발...다우 1.6%↑,머니투데이 뉴욕 임동욱 특파원 뉴욕증시가 상승 출발했다. 1일 현지시간 오전 9시34분 현재 다우지수는 전날보다 1.60% 상승 중이다. S P500과 나스닥 지수는 각각 1.56% 1.63% 상승하고 있다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004550312
2021.03.01. 오후 11:30,economy,머니투데이,노래 들으며 돈버는 음원 재테크 뜬다…한화도 70억 투자,머니투데이 김건우 기자 음악저작권 거래 플랫폼 뮤직카우 회원수 26만명 월 거래액 50억 돌파 가수 김재환이 24일 오후 온라인 생중계로 진행된 ‘제7회 2020 APAN MUSIC AWARDS’에 참석해 포즈를 취하고 있다. 사진제공 2020 APAN AWARDS 조직위원회 지난해 6월 음악 저작권 플랫폼 뮤직카우 에서는 워너원 출신 김재환의 두번째 미니앨범 타이틀 곡 시간이 필요해 가 경매에 올라와 화제가 됐다. 이날 경매에는 김재환의 팬부터 음악 저작권에 투자하려는 개인투자자까지 1200여명이 참여했다. 응찰자가 몰리면서 1만8000원에 시작한 경매는 최고 낙찰가 30만원을 기록했다. 16배 이상 높은 가격에 거래가 된 것이다. 음악 저작권이 새로운 투자처로 주목받고 있다. 초기 팬들 중심으로 거래되던 음악 저작권에 최근에는 투자자들까지 몰리면서 관련 시장이 빠르게 성장하고 있다. 유튜브 스트리밍 서비스 등 음원 수요가 증가하면서 짭짤한 저작권 수입을 올릴 수 있기 때문이란 분석이다. start block ━ 뮤직카우 회원 수 26만명 월 거래액 50억 돌파 ━ end block 1일 관련업계에 따르면 국내에서 처음으로 음악 저작권 플랫폼을 시작한 뮤직카우 정현경 대표 의 지난 1월말 기준 회원수는 26만명으로 2019년말 4만2500명 과 비교해 5배 이상 급증했다. 지난해 말 회원 수는 22만8256명으로 한 달 사이 3만명 넘게 늘어났다. 덕분에 뮤직카우의 월 거래액도 지난달 50억원 수준으로 급증했다. 회사는 현재의 성장세라면 올해 거래액 600 700억원 수준을 무난하게 달성할 것으로 기대하고 있다. 2016년 4월 설립된 뮤직카우는 무형자산인 음악 저작권을 금융상품화해 거래 시스템을 만들었다. 회사는 발매된 지 2 3년이 지나 안정적인 수입을 올리는 음악 저작권의 50%를 작곡·작사가로부터 매입하고 주식처럼 분할해 경매를 실시한다. 경매가 이뤄지면 총 낙찰액 가운데 매입금액을 제외한 수익의 절반은 작곡·작사가에게 창작지원금으로 주고 절반은 뮤직카우가 갖는 구조다. 이후 매달 한국음악저작권협회로부터 저작권료를 받아 주식 수에 맞춰 배분한다. 경매 이후에도 회원 간의 저작권 거래가 이뤄질 수 있도록 했다. 회사 관계자는 뮤지카우는 좋아하는 음악을 직접 소유할 수 있는 기회를 제공해 듣는 음악 에서 함께 소장하는 음악 을 추구하고 있다 며 저작권료 수익은 통상적으로 발매된 해에 가장 크며 2 3년 차에 크게 줄어든 후 차츰 안정되는 모습을 보인다 고 했다. 이어 자체 평가시스템을 통해 3년간 저작권료 연평균 수익률 8.7%를 기록했다 고 덧붙였다. 정현경 뮤직카우 대표 인터뷰 사진 홍봉진기자 honggga start block ━ 작년 낙찰가 기준 최고 인기곡은 김재환의 시간이 필요해 ━ end block 경매 시작가는 곡의 가치에 따라 다르다. 뮤직카우는 최근 5개년과 12개월의 저작권료를 분석해 곡의 가치를 책정하고 낙찰은 최고가부터 순차적으로 이뤄진다. 현재 경매가 진행 중인 이수현의 아직 너의 시간에 살아 는 최근 12개월 저작권료가 총 8557주 기준 주당 4522원이다. 경매 시작가는 2만원이다. 드라마 아이리스 에 삽입된 김태우의 꿈을 꾸다 는 총 8000주 기준 저작권료가 주당 622원 경매 시작가는 5500원이다. 지난해 최고 낙찰가 곡은 김재환의 시간이 필요해 다. 총 1273명이 입찰했고 시작가 1만8000원 최고 낙찰가 30만원을 기록했다. 2위는 지아의 술한잔해요 입찰자 1589명 시작가 1만3500원 낙찰가 28만원 3위는 한해 양대일의 사실은 211명 9000원 22만원 4위는 워너원 Beautiful 398명 3만1000원 14만500원 5위는 핑클의 Blue Rain 634명 9000원 13만6000원 으로 나타났다. 경매 시작가 대비 최저 낙찰가가 가장 높았던 곡은 마마무의 넌is뭔들 이다. 4000원에 시작해 최저 낙찰가 10만원 최고 낙찰가 10만5000원을 기록했다. 입찰자는 636명이다. 2위는 아이유의 BOO 시작가 6000원 최저 낙착가 7만2500원 3위 에일리의 다시 쓰고 싶어 5000원 3만7000원 4위 김나희 까르보나라 1만3000원 8만4000원 5위 전우성 축가 1만원 6만3000원 으로 집계됐다. 걸그룹 마마무가 9일 오후 경기도 일산 킨텍스에서 비대면으로 진행되는 제35회 골든디스크어워즈 with 큐라프록스 디지털 음원 부문 시상식에서 축하공연을 하고 있다. 사진제공 골든디스크어워즈사무국 start block ━ 작곡·작사가들도 음원 거래 속속 동참 ━ end block 뮤직카우의 회원이 늘면서 경매에 곡을 의뢰하는 작곡가 작사가도 늘고 있다. 2019년말 56명이이었던 작곡가 작사가는 2020년말 기준 108명으로 늘어났다. 작년말 기준 총 누적 거래 곡수도 650곡에 달한다. 뮤직카우는 올해 실적이 크게 개선될 전망이다. 뮤직카우의 매출은 경매 수익금과 거래 수수료로 구분된다. 월 거래액이 50억원 수준으로 늘어난 만큼 올해 큰 폭의 실적 신장을 기대하고 있다. 이 관계자는 매월 연금같이 저작권료를 받을 수 있다는 점이 부각되면서 개인 투자자 1명은 총 10억을 투자하고 있다 며 K팝에 대한 세계적인 관심이 늘면서 저작권 수익 상승이 기대된다 고 말했다. 가수 아이유가 13일 오후 온택트로 진행된 제10회 가온차트 뮤직 어워즈 의 시상식에서 5월 디지털 음원부문 올해의 가수상 올해의 롱런 음원상 올해의 작사가상을 수상한 뒤 소감을 밝히고 있다. 사진제공 가온차트뮤직어워즈 start block ━ 기관 투자 러브콜 올해는 글로벌 사업 확장이 목표 ━ end block 뮤직카우는 지난해 12월 한화로부터 70억원 규모의 지분 투자를 유치했다. 벤처캐피탈이 아니라 직접 기업이 투자를 결정할 만큼 저작권 거래 시장이 커지고 있다는 의미로 해석된다. 뮤직카우는 서비스 출시 1년만인 2019년 KDB인프라자산운용 하나금융투자로부터 시리즈A 투자를 2020년 4월 LB인베스트먼트 프리미어파트너스 등으로부터 총 70억원 규모의 시리즈B 투자를 유치했다. 투자업계는 뮤직카우가 단순 금융플랫폼이 아니라 대중음악이 갖고 있는 쉬운 접근성 과 투자상품으로 안정성 을 갖췄다고 평가한다. 이 관계자는 투자사들이 새로운 투자자산의 클래스로 저작권이 포함될 수 있다는 사실과 안정적인 현금 흐름에 굉장히 놀라워했다 고 전했다. 회사는 한화와 전략적 투자관계를 맺고 거래 활성화를 위해 노력할 계획이다. △한화의 인프라 지원을 통한 뮤직카우 플랫폼 유동성 강화 △유수 음악 저작권 확보를 위한 펀드 설립 △소비자 보호를 위한 정책과 시스템 강화 △글로벌 사업확장에 중점을 두고 있다. 이 관계자는 설립 초기에는 저작권자들을 설득하기 위한 마케팅을 진행했다면 지난해는 서비스 고도화를 기반으로 소비자 중심의 마케팅과 브랜드 캠페인을 진행했다. 올해는 글로벌 음악 생태계 선순환 플랫폼이 될 수 있도록 사업을 확장할겠다 고 덧붙였다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=008&aid=0004550311
2021.03.01. 오후 11:01,economy,매일경제,인플레이션 금리 상승에 다들 벌벌 떠는데…수혜주로 지목된 한국가스공사,한국가스공사 본사 사옥 전경. 사진 제공 한국가스공사 최근 금리 인상 이슈가 증시의 변동성을 확대하고 있는 가운데 한국가스공사가 인플레이션 수혜주라는 분석이 나왔다. 하나금융투자는 2일 자세히 보면 인플레이션 수혜주 라는 제목의 보고서를 발간하고 한국가스공사에 대해 유가 및 금리 상승에 따른 수혜를 입을 것이라고 분석했다. 투자의견은 매수 목표주가는 4만4000원을 유지했다. 이 증권사 유재선 연구원은 최근 유가 강세는 2021년 금리 상승은 2022년 가스공사 실적에 긍정적인 이슈 라면서 올해는 유가 회복으로 지난해 해외사업 부진의 기저효과가 나타날 전망이며 내년은 올해 금리 및 유가 상승 판매량 개선이 이익개선 요인으로 작용할 것 이라고 말했다. 가스공사의 규제사업부문 가스 도매 자원개발 등 이익 규모를 결정하는 주요 변수는 금리 유가 판매량 등이다. 이 가운데 작년 대비 최근 모든 부분에서 개선추세가 확인되고 있다는 게 유 연구원은 설명이다. 그는 금리 상승은 2022년 적정투자보수 증가로 유가와 판매량은 2021년 요금 기저의 운전자본 증가로 연결된다 며 비규제사업부문 해외사업 이익은 호주 프렐류드 Prelude 재개 손익분기점을 상회하는 유가 등으로 개선될 것 이라고 말했다. 호주 프렐류드 가스전은 가스공사가 지분 투자하고 미국 쉘이 운영하고 있다. 작년 2월 이후 생산이 중단돼 왔다. 유 연구원은 영업 외적인 이슈로는 시장의 기대감이 높은 수소 관련 장기 로드맵 이라면서 3월 발표될 것으로 예상하며 주가에 긍정적으로 작용될 여지가 있다 고 말했다. 한편 한국가스공사의 주가는 지난달 말 3만1850원에 마감했다. 올 들어 3.1% 상승했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004756339
2021.03.01. 오후 11:00,economy,매일경제,3월 증시 엇갈린 시선 유동성 축소 우려 vs 기업 실적 개선,금리변수 대외 불확실성 경기회복에 낙관론에 코스피 3300 전망도 코스피가 올해 초 역사적 고점까지 치솟은 뒤 두 달 연속 횡보흐름을 보이면서 3월 증시가 분기점이 될 전망이다. 증권가에서는 미국 국채 금리 상승 등 리스크 요인에 촉각을 곤두세우면서도 글로벌 백신 접종에 따른 경기회복에 기대를 거는 분위기다. 일각에서는 코스피 3300 강세장을 예상하기도 했다. 1일 금융투자업계에 따르면 코스피는 2월 코스피는 3100포인트 부근에서 등락을 거듭하다 지난주 부진한 흐름을 나타내며 3010선에 거래를 마쳤다. 최근 미국 국채 금리 상승에 따른 불안감에 지난달 24일에는 심리적 지지선으로 여겨지던 3000포인트가 무너지기도 했다. 그간 신종 코로나바이러스 감염증 코로나19 여파로 글로벌 각국이 경기 부양책을 내놓으며 증시를 견인해왔는데 최근 인플레이션 우려가 제기되면서 양적완화 정책이 축소될 것이라는 불안감이 커진 것이다. 지난 1년 간 코스피 상승에 일조해왔던 유동성 환경이 깨질 수 있다는 우려가 나온다. 다만 최근 금리가 상승하는 원인은 통화긴축 전환이 아닌 경기회복에 따른 것이라는 분석을 내놓고 있다. 경기회복 국면에서 상승하는 금리는 증시 상승에 부담을 주지 않는다는 것이다. 이경민 대신증권 투자전략팀장은 코스피가 부진한 근본적인 문제는 코스피의 과열·밸류에이션 부담이 가중된 상황에서 이를 지지할 만큼의 경기·기업실적 모멘텀이 강하지 못했기 때문 이라면서 이로 인해 금리 변수와 대내외 불확실성 악재에 민감하게 반응하고 있는 것 이라고 말했다. 궁극적으로 코스피가 안정을 찾고 변동성 확대국면에서 벗어나기 위해서는 과열·밸류에이션 부담을 덜어내든지 자생적인 경기회복에 대한 자신감을 되찾아야 한다는 설명이다. 다만 경기회복에 대한 자신감을 회복하는 데는 오래 걸리지 않을 것으로 전망했다. 이경민 팀장은 주요국 2021년 연간 국내총생산 GDP 성장률 전망치가 최근 상승을 재개한 가운데 2분기 GDP 성장률은 미국 10.8% 유로존 13.1% G10 8.57% 아시아 12.01%에 달한다 며 물가 금리 상승을 압도하는 성장동력이 유입된다는 의미 라고 설명했다. 코스피 기업이익 전망치 역시 지속적으로 상향 조정되고 있다. 올해 코스피 영업이익 순이익 전망치는 각각 179조원 126조원을 넘어섰다. 기업들의 이익은 역사적 고점을 넘어 사상 최대치를 경신 중이다. 밸류에이션 부담을 덜어낸 상황에서 펀더멘털 동력이 강화되고 경기 회복에 대한 신뢰도가 높아질 경우 물가·금리 상승은 펀더멘털 회복·성장과 선순환 고리를 형성하며 글로벌 증시에 상승탄력을 더할 것으로 예상된다. 코리아에셋투자증권은 3월 코스피가 3300포인트까지 오를 수 있을 것이라고 봤다. 원자재 가격 상승 금리 상승 인플레이션 우려 등 많은 악재가 이미 지수에 반영됐다는 판단에서다. 안진철 코리아에셋투자증권 연구원은 금리상승 인플레이션 우려 같은 환경 변화가 있지만 내년 실적 장세로 넘어가기 전 올해 유동성 장세는 여전히 유효해 보인다 며 특히 코스피가 3월에 전고점을 돌파하고 신고점을 경신하기 위해서는 삼성전자 주가 반등이 긴요할 것 이라고 설명했다. 이은택 KB증권 투자전략팀장 역시 최근의 조정은 주가의 속도가 이익추정치의 오름 속도보다 빨랐던 차이를 좁히는 속도조절 을 가져다줬다 며 속도조절은 막바지에 이르렀다고 판단한다 고 말했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=009&aid=0004756338
2021.03.01. 오후 10:55,economy,한국경제,씨티 비트코인 주류 되느냐 붕괴하느냐 티핑포인트 도달,미국 투자은행 IB 씨티는 대표적인 암호화폐 가상화폐 인 비트코인이 ‘티핑포인트’에 도달했다고 분석했다. 티핑포인트란 작은 변화들이 누적돼 갑자기 방향이 뒤집어지는 변곡점을 의미한다. 씨티는 1일 투자자들에게 “비트코인의 미래가 여전히 불확실하긴 하지만 비트코인은 현재 주류 통화로 인정받을지 아니면 투기의 붕괴로 끝날지 여부가 갈리는 티핑포인트에 와 있다”는 의견을 전달했다. 씨티는 비트코인이 주류 통화로 인정받을 가능성이 있기는 하지만 이를 위해서 암호화폐 시장의 운영방식 개선 등 몇 가지 문제를 해결해야 한다는 의견을 제시했다. 미 전기자동차기업 테슬라와 전자결제기업 스퀘어 등 기업들이 비트코인에 투자하고 BNY멜론 등 금융회사들이 비트코인을 인정하는 방향으로 태도를 바꾸면서 암호화폐에 대한 인식이 과거와는 달라졌다는 평가가 나온다. 하지만 암호화폐 투자 열풍을 과거 튤립 투기와 유사하게 보는 시각도 여전하다. 비트코인 시세는 최근 사상최고치인 5만8000달러를 돌파한 이후 1만달러 이상 하락하는 등 극심한 변동성을 보이기도 했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004506490
2021.03.01. 오후 10:44,economy,YTN,2월 중 무역수지 흑자 27억천만 달러...10개월 연속 흑자,앵커 지난달 무역수지 흑자가 27억 천만 달러로 10개월 연속 흑자를 이어갔습니다. 15개 주요 수풀 품목 가운데 11개 품목이 수출 증가를 보였고 자동차는 47% 바이오헬스는 62% 증가를 각각 기록했습니다. 박병한 기자가 보도합니다. 기자 전통 효자 품목인 반도체와 자동차 수출이 되살아나면서 2월 중 수출이 호조를 보였습니다. 지난달 우리나라 수출이 1년 전 동기보다 9.5% 늘어난 448억천만 달러로 넉 달 연속 증가세를 이어갔습니다. 수입은 13.9% 늘어난 421억 달러로 집계돼 무역수지는 27억천만 달러 흑자로 10개월 연속 흑자를 냈습니다. 조업일수를 고려한 하루 평균 수출은 26.4% 증가한 23억 달러로 2017년 10월 이후 40개월 만에 가장 큰 증가율을 보였습니다. 또 하루 평균 수출액은 역대 2월 중 1위였습니다. 성태윤 연세대 경제학부 교수 전반적인 내수 부진에도 불구하고 경제성장률을 개선시키는데 수출이 도움이 될 것으로 생각합니다. 대면 소비 확보와 관련된 국내 불안 요인이 있고 수출 품목 성과도 제한된 부분이 있어 불확실성은 여전히 존재합니다. 15개 주요 수출 품목 가운데 11개 품목에서 수출 증가를 보였습니다. 반도체 수출이 13.2% 증가한 83억7천만 달러로 8개월 연속 증가했고 자동차 47.0% 석유화학 22.4% 바이오헬스 62.5% 디스플레이 19.1% 증가율을 각각 기록했습니다. 지역별로 보면 대 중국 수출이 26.5% 늘었고 미국 7.9% EU 48.2% 등 3대 시장 수출이 모두 4개월 연속 늘었습니다. 정부는 무역액 1조 달러를 회복하기 위해 수출금융과 시장개척 등을 포함한 종합 수출 지원책을 이달 중 발표할 예정입니다. YTN 박병한입니다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=052&aid=0001557163
2021.03.01. 오후 10:42,economy,한국일보,페라리 SUV 포르쉐 전기차…새 시장 뛰어드는 슈퍼카 군단,마세라티 이어 페라리도 내년 전기차 출시 포르쉐 2030년까지 판매 차량 80% 전기차로 전동화는 환경규제 대응·성능 향상 일석이조 페라리 람보르기니 마세라티 등 이른바 슈퍼카 브랜드 들이 속속 변신을 선언하고 있다. 날렵한 차체 맹수의 포효 같은 엔진 굉음 등 기존의 대표 정체성 대신 실용성과 전동화 흐름을 받아들이며 시장 재편을 꾀하고 있는 것이다. 람보르기니의 SUV 모델인 우루스에 새로운 색상 및 디자인이 적용된 우루스 그라파이트 캡슐 에디션. 람보르기니 서울 제공 대세가 된 슈퍼카 SUV 1일 업계에 따르면 2000년대 초반 포르쉐 카이엔으로 시작된 슈퍼카 브랜드의 스포츠유틸리티차량 SUV 출시가 최근 잇따르고 있다. 페라리는 내년 출시를 목표로 첫 SUV 모델 프로산게 의 주행 테스트를 진행하고 있다. 슈퍼카 브랜드 중 마지막으로 SUV 시장에 승차한 셈이다. 포르쉐는 카이엔과 마칸으로 이미 슈퍼카 SUV 시장을 선도하고 있다. 여기에 벤틀리 벤테이가 마세라티 르반떼 람보르기나 우루스 애스턴마틴 DBX 등 다수 슈퍼카 브랜드들이 2010년대 중반부터 SUV 모델을 쏟아내고 있다. 비교적 대중 브랜드에 속하는 메르세데스 벤츠도 최고급 라인인 마이바흐의 첫 SUV 모델 더 뉴 메르세데스 마이바흐 GLS 출시를 앞두고 있다. 영국 스포츠카 브랜드인 애스턴마틴의 첫 SUV 모델 DBX . 애스턴마틴 제공 슈퍼카 브랜드들은 SUV의 인기를 발판 삼아 재도약하고 있다. 자동차 시장조사 업체 카이즈유 데이터 연구소에 따르면 지난해 11월까지 포르쉐 마세라티 람보르기니 페라리 등 슈퍼카 브랜드는 국내에서 총 9 042대를 판매했다. 1년 전보다 51.7% 증가한 수치로 이 중 SUV가 53.3% 4 820대 를 차지했다. 업계 관계자는 2000년대 초반에 형성된 SUV 시장이 20년간 지속적으로 성장하며 자동차 산업을 이끌자 슈퍼카 업체도 이제는 인식이 달라졌다 며 소비자 역시 오랜 기간 익숙해진 탓에 더 고급스럽고 차별화된 SUV에 대한 열망이 커졌다 고 말했다. 마세라티의 SUV 모델 르반떼 . 마세라티 제공 SUV 넘어 전기차로 포드와 GM의 스포츠카 모델들은 아예 전기차 SUV 모델로 방향을 잡은 모양새다. 포드의 스포츠카 모델인 머스탱은 전기차 SUV인 머스탱 마하 E 로 탈바꿈했고 GM의 스포츠카 모델인 쉐보레 콜벳 역시 2025년 전기 SUV로 변신한 콜벳 SUV 가칭 을 선보일 것으로 전망된다. 또 존 엘칸 페라리 최고경영자 CEO 는 지난해 기업 실적을 발표하면서 2030년 최초의 페라리 전기차를 출시할 것 이라고 밝혔다. 이미 2019년 전기 스포츠카 모델인 타이칸 을 선보인 포르쉐의 올리버 블루메 CEO는 독일 매체와의 인터뷰에서 2030년까지 전기모터와 내연기관을 함께 쓰는 하이브리드 차량을 포함해 판매 차량의 80% 이상을 전기차로 전환할 계획 이라고 밝혔다. 포르쉐의 첫 순수 전기차 모델 타이칸 . 포르쉐코리아 제공 투자업계에서도 이 같은 변화의 바람을 긍정적으로 해석하고 있다. 뱅크오브아메리카 BOA 는 올해 페라리 GM 포드 등 기존 완성차 업체들을 테슬라보다 더 유망한 종목으로 꼽았다. 산업적 측면에서도 슈퍼카 브랜드의 전동화는 환경규제에 따른 불가피한 선택이자 고성능에 대한 슈퍼카 마니아들의 욕구를 충족시킬 수 있는 일석이조의 결정이라는 분석이 나온다. 업계 관계자는 슈퍼카 업체는 주로 환경기준이 높은 유럽을 거점으로 하기 때문에 내연기관 엔진 기술력에만 사로잡혀 있다면 살아남기 힘들 것 이라고 내다봤다. 그는 제로백 정지상태에서 시속 100km까지 가속하는 데 걸리는 시간 을 비교해보면 내연기관 엔진은 전기 모터를 따라잡을 수 없다 며 전동화를 통해 성능을 중시하는 소비자를 사로잡는 동시에 하이브리드를 적용해 엔진의 아날로그적 매력도 느낄 수 있는 방향으로 슈퍼카의 진화가 이뤄질 것 이라고 말했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=469&aid=0000584422
2021.03.01. 오후 10:38,economy,한국경제,아영FBC 이탈리아 가성비 와인 산타 크리스티나 CU 출시,주류업체 아영FBC가 이탈리아 와인 산타 크리스티나 Santa Cristina 를 편의점 CU에 출시한다고 1일 밝혔다. 사진 아영FBC 제공 주류업체 아영FBC가 이탈리아 와인 산타 크리스티나 Santa Cristina 를 편의점 CU에 출시한다고 1일 밝혔다. 1946년 출시된 산타 크리스티나는 세계적인 와인 전문지 와인 스펙테이터에서 톱10 에 선정될 만큼 품질면에서 인정을 받은 바 있다. 아영FBC 관계자는 산타 크리스티나는 1만원대에 즐길 수 있는 가성비 좋은 와인 이라며 편의점에서 와인수요가 늘고 다양한 국가의 와인을 맛보고자 하는 소비자가 많아져 해당 제품을 선보이게 됐다 고 말했다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=015&aid=0004506488
2021.03.01. 오후 10:25,economy,경향신문,전 국민 든든한 아침을 위하여… 포토뉴스,경향신문 YHAP YHAP 서울 성동구 이마트24 성수대우점에서 1일 모델들이 ‘전 국민 아침 든든 프로젝트’ 행사에서 판매되는 모닝세트를 소개하고 있다. 이마트24는 이달부터 출근과 등교수업이 본격적으로 재개될 것으로 예상됨에 따라 해당 프로젝트를 진행하고 있다.,https://news.naver.com/main/read.naver?mode=LSD&mid=sec&sid1=101&oid=032&aid=0003061813
